0.8907,1.3785,2.6264,2.3511,2.5077,2.6305,1.1571,0.78218,2.3511,1.0917,2.3511,2.3511,1.7541,0,2.3185,2.3511,0.49078,0.1631,1.3187,3.4305,3.4517,3.4517,2.5386,2.7856,3.6127,3.6127,1.7473,3.7696,1.7731,2.3182
2.2144,1.9325,3.308,0.10706,0.235,1.2336,3.4708,3.1006,0.10706,1.2665,0.10706,0.10706,0.83085,2.3185,0,0.10706,2.0232,2.1554,1.8182,3.682,3.2597,3.2597,3.271,3.5469,3.5697,3.5697,1.4563,3.7984,2.7791,0.67528
2.2058,1.8986,3.2468,0,0.16031,1.1312,3.5064,3.1323,0,1.3174,0,0,0.92119,2.3511,0.10706,0,2.0738,2.188,1.7879,3.6023,3.1696,3.1696,3.2122,3.4863,3.4818,3.4818,1.4019,3.7112,2.7391,0.57992
1.2139,1.5737,2.9757,2.0738,2.234,2.5562,1.497,1.1722,2.0738,0.7569,2.0738,2.0738,1.3549,0.49078,2.0232,2.0738,0,0.40438,1.4809,3.7335,3.6743,3.6743,2.8931,3.1547,3.8686,3.8686,1.789,4.0432,2.1353,2.1551
0.85069,1.2915,2.6093,2.188,2.3447,2.4855,1.3197,0.94516,2.188,0.93338,2.188,2.188,1.6007,0.1631,2.1554,2.188,0.40438,0,1.2202,3.3932,3.3831,3.3831,2.524,2.7791,3.5566,3.5566,1.6207,3.7206,1.7605,2.1613
0.57852,0.12943,1.6669,1.7879,1.9017,1.5154,2.2875,1.901,1.7879,1.2713,1.7879,1.7879,1.7743,1.3187,1.8182,1.7879,1.4809,1.2202,0,2.3109,2.1947,2.1947,1.6038,1.8867,2.401,2.401,0.54287,2.5865,0.97951,1.4451
2.544,2.1946,0.87844,3.6023,3.6354,2.6169,3.9682,3.6768,3.6023,3.5694,3.6023,3.6023,3.9699,3.4305,3.682,3.6023,3.7335,3.3932,2.3109,0,0.69432,0.69432,0.97317,0.86034,0.45591,0.45591,2.3209,0.42685,1.6883,3.0403
2.5694,2.1015,1.2654,3.1696,3.1777,2.1007,4.1673,3.8351,3.1696,3.3732,3.1696,3.1696,3.6702,3.4517,3.2597,3.1696,3.6743,3.3831,2.1947,0.69432,0,0,1.3426,1.3647,0.33509,0.33509,2.043,0.56603,1.8676,2.5913
2.5694,2.1015,1.2654,3.1696,3.1777,2.1007,4.1673,3.8351,3.1696,3.3732,3.1696,3.1696,3.6702,3.4517,3.2597,3.1696,3.6743,3.3831,2.1947,0.69432,0,0,1.3426,1.3647,0.33509,0.33509,2.043,0.56603,1.8676,2.5913
1.6795,1.4749,0.095085,3.2122,3.285,2.4507,2.9984,2.7168,3.2122,2.8645,3.2122,3.2122,3.3708,2.5386,3.271,3.2122,2.8931,2.524,1.6038,0.97317,1.3426,1.3426,0,0.2836,1.3144,1.3144,1.8158,1.383,0.76554,2.7146
1.9412,1.7577,0.24029,3.4863,3.5558,2.6939,3.1765,2.9154,3.4863,3.1451,3.4863,3.4863,3.6543,2.7856,3.5469,3.4863,3.1547,2.7791,1.8867,0.86034,1.3647,1.3647,0.2836,0,1.2659,1.2659,2.0936,1.2868,1.0196,2.9807
2.7227,2.2978,1.2255,3.4818,3.4954,2.4271,4.2526,3.9382,3.4818,3.6166,3.4818,3.4818,3.9482,3.6127,3.5697,3.4818,3.8686,3.5566,2.401,0.45591,0.33509,0.33509,1.3144,1.2659,0,0,2.3056,0.23299,1.9442,2.9057
2.7227,2.2978,1.2255,3.4818,3.4954,2.4271,4.2526,3.9382,3.4818,3.6166,3.4818,3.4818,3.9482,3.6127,3.5697,3.4818,3.8686,3.5566,2.401,0.45591,0.33509,0.33509,1.3144,1.2659,0,0,2.3056,0.23299,1.9442,2.9057
1.1156,0.59881,1.8558,1.4019,1.4876,0.97264,2.7934,2.402,1.4019,1.3433,1.4019,1.4019,1.651,1.7473,1.4563,1.4019,1.789,1.6207,0.54287,2.3209,2.043,2.043,1.8158,2.0936,2.3056,2.3056,0,2.5173,1.3635,0.96054
2.879,2.4788,1.2897,3.7112,3.7264,2.6599,4.3628,4.0602,3.7112,3.8169,3.7112,3.7112,4.1641,3.7696,3.7984,3.7112,4.0432,3.7206,2.5865,0.42685,0.56603,0.56603,1.383,1.2868,0.23299,0.23299,2.5173,0,2.0638,3.1359
0.92244,0.8552,0.85375,2.7391,2.8393,2.2162,2.3091,1.9967,2.7391,2.1741,2.7391,2.7391,2.738,1.7731,2.7791,2.7391,2.1353,1.7605,0.97951,1.6883,1.8676,1.8676,0.76554,1.0196,1.9442,1.9442,1.3635,2.0638,0,2.3234
1.9554,1.5332,2.7404,0.57992,0.59515,0.57493,3.4627,3.0731,0.57992,1.4495,0.57992,0.57992,1.3114,2.3182,0.67528,0.57992,2.1551,2.1613,1.4451,3.0403,2.5913,2.5913,2.7146,2.9807,2.9057,2.9057,0.96054,3.1359,2.3234,0
